Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV21928 ,1 ,0.42  ,7.20    ,1.46   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,18.01   ,3.66   ,42992.39   ,2   ,
P2ULV21929 ,1 ,0.42  ,17.06   ,3.47   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,42.66   ,8.66   ,138225.50  ,1   ,
P2ULV21930 ,1 ,0.42  ,6.75    ,1.37   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,16.87   ,3.43   ,58240.83   ,1   ,
P2ULV21931 ,1 ,0.42  ,5.12    ,1.04   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,12.80   ,2.60   ,30562.12   ,1   ,
P2ULV21932 ,1 ,0.42  ,4.89    ,1.61   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,12.23   ,4.02   ,31073.16   ,1   ,
P2ULV21933 ,1 ,0.42  ,11.70   ,2.38   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,29.26   ,5.94   ,111849.40  ,5   ,
P2ULV21934 ,1 ,0.42  ,1.80    ,0.36   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,4.49    ,0.91   ,17156.20   ,1   ,
P2ULV21935 ,1 ,0.42  ,5.00    ,1.01   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,12.50   ,2.54   ,29828.95   ,1   ,
P2ULV21936 ,1 ,0.42  ,8.92    ,1.81   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,22.29   ,4.53   ,76842.77   ,1   ,
P2ULV21937 ,1 ,0.42  ,11.45   ,2.33   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,28.63   ,5.81   ,95954.11   ,1   ,
P2ULV21938 ,1 ,0.42  ,7.69    ,1.56   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,19.24   ,3.91   ,66404.59   ,1   ,
P2ULV21939 ,1 ,0.42  ,5.46    ,1.11   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,13.65   ,2.77   ,32572.60   ,1   ,
P2ULV21940 ,1 ,0.42  ,6.50    ,1.32   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,16.25   ,3.30   ,38793.05   ,2   ,
P2ULV21941 ,3 ,0.42  ,46.32   ,9.40   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,115.79  ,23.51  ,358544.80  ,1   ,
P2ULV21942 ,3 ,0.42  ,23.94   ,7.87   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,59.86   ,19.67  ,152037.60  ,1   ,
P2ULV21943 ,1 ,0.42  ,5.08    ,1.03   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,12.70   ,2.58   ,30322.62   ,1   ,
P2ULV21944 ,1 ,0.42  ,6.24    ,1.27   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,15.59   ,3.17   ,37224.73   ,2   ,
P2ULV21945 ,1 ,0.42  ,7.46    ,1.52   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,18.66   ,3.79   ,44546.19   ,3   ,
P2ULV21946 ,1 ,0.42  ,5.82    ,1.18   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,14.55   ,2.95   ,34722.80   ,1   ,
P2ULV21947 ,1 ,0.42  ,5.58    ,1.13   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,13.94   ,2.83   ,33273.46   ,1   ,
P2ULV21948 ,1 ,0.42  ,7.89    ,2.59   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,19.73   ,6.48   ,50107.84   ,1   ,
P2ULV21949 ,1 ,0.42  ,9.14    ,1.86   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3740  ,22.85   ,4.64   ,78545.31   ,1   ,
P2ULV21950 ,1 ,0.42  ,6.12    ,1.24   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,15.31   ,3.11   ,36549.07   ,2   ,
P2ULV21951 ,1 ,0.42  ,5.43    ,1.10   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,13.58   ,2.76   ,32413.57   ,1   ,
P2ULV21952 ,1 ,0.42  ,6.53    ,1.33   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,16.34   ,3.32   ,38994.16   ,2   ,
P2ULV21953 ,1 ,0.42  ,5.53    ,1.12   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.82   ,2.81   ,32992.45   ,1   ,
P2ULV21954 ,1 ,0.42  ,5.32    ,1.08   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.30   ,2.70   ,31744.27   ,1   ,
P2ULV17218 ,1 ,0.42  ,5.74    ,1.17   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.35   ,2.91   ,34247.89   ,1   ,
P2ULV21956 ,1 ,0.42  ,5.19    ,1.05   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,12.97   ,2.63   ,30953.59   ,1   ,
P2ULV21957 ,1 ,0.42  ,5.54    ,1.13   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,13.85   ,2.81   ,33072.67   ,1   ,
P2ULV21958 ,1 ,0.42  ,5.38    ,1.09   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,13.45   ,2.73   ,32107.56   ,1   ,
P2ULV21959 ,1 ,0.42  ,6.28    ,1.27   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,15.69   ,3.19   ,37451.25   ,2   ,
P2ULV21960 ,1 ,0.42  ,5.28    ,1.07   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.19   ,2.68   ,31494.62   ,1   ,
P2ULV19491 ,1 ,0.42  ,5.18    ,1.05   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,12.94   ,2.63   ,30889.45   ,1   ,
P2ULV21962 ,1 ,0.42  ,6.39    ,1.30   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,15.97   ,3.24   ,38110.73   ,2   ,
P2ULV21963 ,1 ,0.42  ,5.25    ,1.07   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,13.11   ,2.66   ,31303.73   ,1   ,
P2ULV21964 ,1 ,0.42  ,5.43    ,1.10   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,13.58   ,2.76   ,32412.02   ,1   ,
P2ULV21965 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,15.06   ,3.06   ,35938.81   ,2   ,
P2ULV21966 ,1 ,0.42  ,5.22    ,1.06   ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,13.04   ,2.65   ,31136.03   ,1   ,
P2ULV21967 ,1 ,0.42  ,6.33    ,1.29   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7735  ,15.84   ,3.22   ,37801.87   ,2   ,
P2ULV14455 ,1 ,0.42  ,5.83    ,1.18   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,14.57   ,2.96   ,34788.02   ,1   ,
P2ULV21969 ,1 ,0.42  ,5.78    ,1.17   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,14.45   ,2.93   ,34496.34   ,1   ,
P2ULV21970 ,1 ,0.42  ,5.39    ,1.09   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,13.47   ,2.73   ,32147.65   ,1   ,
P2ULV21971 ,1 ,0.42  ,5.29    ,1.07   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,13.22   ,2.68   ,31547.03   ,1   ,
P2ULV21972 ,1 ,0.42  ,7.48    ,1.52   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT5858  ,18.69   ,3.80   ,64519.62   ,1   ,
P2ULV21973 ,1 ,0.42  ,11.10   ,2.25   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT5858  ,27.74   ,5.63   ,93266.29   ,1   ,
P2ULV21974 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,15.06   ,3.06   ,35944.44   ,2   ,
P2ULV21975 ,1 ,0.42  ,2.61    ,0.53   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3330  ,6.52    ,1.32   ,13588.64   ,1   ,
P2ULV21976 ,1 ,0.42  ,9.07    ,1.84   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3330  ,22.68   ,4.60   ,78011.58   ,1   ,
P2ULV21977 ,1 ,0.42  ,1.70    ,0.56   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,4.24    ,1.39   ,10766.32   ,1   ,
P2ULV21978 ,3 ,0.42  ,23.29   ,4.73   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,58.24   ,11.83  ,179502.10  ,1   ,
P2ULV21979 ,1 ,0.42  ,5.45    ,1.11   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,13.61   ,2.76   ,32496.28   ,1   ,
P2ULV21980 ,1 ,0.42  ,3.20    ,0.65   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7735  ,8.01    ,1.63   ,27643.39   ,1   ,
P2ULV21981 ,1 ,0.42  ,6.04    ,1.23   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT5265  ,15.11   ,3.07   ,36073.79   ,2   ,
P2ULV21982 ,1 ,0.42  ,5.38    ,1.09   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.45   ,2.73   ,32114.71   ,1   ,
P2ULV21983 ,1 ,0.42  ,7.49    ,1.52   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,18.72   ,3.80   ,44692.93   ,3   ,
P2ULV21984 ,1 ,0.42  ,6.11    ,1.24   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,15.26   ,3.10   ,36437.63   ,2   ,
P2ULV21985 ,1 ,0.42  ,4.93    ,1.00   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,12.34   ,2.51   ,29450.27   ,1   ,
P2ULV21986 ,1 ,0.42  ,5.02    ,1.02   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,12.54   ,2.55   ,29934.43   ,1   ,
P2ULV21987 ,1 ,0.42  ,6.55    ,1.33   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,16.37   ,3.32   ,39082.78   ,2   ,
P2ULV21988 ,1 ,0.42  ,4.34    ,1.42   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,10.84   ,3.56   ,27528.46   ,1   ,
P2ULV21989 ,1 ,0.42  ,5.75    ,1.17   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.38   ,2.92   ,34314.47   ,1   ,
P2ULV19531 ,1 ,0.42  ,6.14    ,1.25   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,15.34   ,3.12   ,36622.57   ,2   ,
P2ULV21991 ,1 ,0.42  ,5.42    ,1.10   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.55   ,2.75   ,32339.17   ,1   ,
P2ULV21992 ,1 ,0.42  ,5.92    ,1.20   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.79   ,3.00   ,35310.33   ,1   ,
P2ULV21993 ,1 ,0.42  ,5.53    ,1.12   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.84   ,2.81   ,33030.56   ,1   ,
P2ULV21994 ,1 ,0.42  ,5.33    ,1.08   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.32   ,2.70   ,31790.16   ,1   ,
P2ULV21995 ,1 ,0.42  ,5.68    ,1.15   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.19   ,2.88   ,33874.05   ,1   ,
P2ULV21996 ,1 ,0.42  ,5.85    ,1.19   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,14.63   ,2.97   ,34926.95   ,1   ,
P2ULV21997 ,1 ,0.42  ,5.44    ,1.10   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,13.60   ,2.76   ,32459.45   ,1   ,
P2ULV21998 ,1 ,0.42  ,6.85    ,1.39   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,17.13   ,3.48   ,40900.80   ,2   ,
P2ULV21999 ,1 ,0.42  ,5.80    ,1.18   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,14.50   ,2.94   ,34603.27   ,1   ,
P2ULV22000 ,1 ,0.42  ,6.33    ,1.29   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,15.82   ,3.21   ,37773.21   ,2   ,
P2ULV22001 ,1 ,0.42  ,7.19    ,1.46   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,17.97   ,3.65   ,42892.96   ,2   ,
P2ULV22002 ,1 ,0.42  ,5.84    ,1.19   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.59   ,2.96   ,34835.29   ,1   ,
P2ULV6302  ,1 ,0.42  ,5.80    ,1.18   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.50   ,2.94   ,34611.13   ,1   ,
P2ULV21302 ,1 ,0.42  ,5.40    ,1.10   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.51   ,2.74   ,32245.59   ,1   ,
P2ULV22005 ,1 ,0.42  ,5.89    ,1.20   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,14.71   ,2.99   ,35121.85   ,1   ,
P2ULV22006 ,1 ,0.42  ,5.10    ,1.04   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,12.76   ,2.59   ,30452.66   ,1   ,
P2ULV22007 ,1 ,0.42  ,5.49    ,1.12   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.74   ,2.79   ,32789.39   ,1   ,
P2ULV22008 ,1 ,0.42  ,5.61    ,1.14   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,14.03   ,2.85   ,33501.15   ,1   ,
P2ULV22009 ,1 ,0.42  ,5.07    ,1.03   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,12.67   ,2.57   ,30246.61   ,1   ,
P2ULV22010 ,1 ,0.42  ,6.91    ,1.40   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,17.28   ,3.51   ,41253.40   ,2   ,
P2ULV22011 ,1 ,0.42  ,4.89    ,0.99   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,12.24   ,2.48   ,29209.58   ,1   ,
P2ULV22012 ,1 ,0.42  ,5.81    ,1.18   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,14.53   ,2.95   ,34678.85   ,1   ,
P2ULV22013 ,1 ,0.42  ,1.79    ,0.59   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,4.48    ,1.47   ,11374.10   ,1   ,
P2ULV22014 ,1 ,0.42  ,5.74    ,1.17   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,14.35   ,2.91   ,34255.16   ,1   ,
P2ULV22015 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,15.04   ,3.05   ,35912.54   ,2   ,
P2ULV22016 ,1 ,0.42  ,6.43    ,1.31   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,16.09   ,3.27   ,38401.96   ,2   ,
P2ULV22017 ,1 ,0.42  ,6.38    ,1.30   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,15.95   ,3.24   ,38063.35   ,2   ,
P2ULV22018 ,1 ,0.42  ,6.02    ,1.22   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,15.05   ,3.06   ,35925.28   ,2   ,
P2ULV22019 ,1 ,0.42  ,4.77    ,0.97   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,11.93   ,2.42   ,28476.82   ,1   ,
P2ULV22020 ,1 ,0.42  ,5.24    ,1.06   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,13.10   ,2.66   ,31273.06   ,1   ,
P2ULV22021 ,1 ,0.42  ,6.80    ,1.38   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,17.01   ,3.45   ,40593.18   ,2   ,
P2ULV22022 ,1 ,0.42  ,6.21    ,1.26   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.53   ,3.15   ,37073.88   ,2   ,
P2ULV22023 ,1 ,0.42  ,5.65    ,1.15   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.12   ,2.87   ,33715.96   ,1   ,
P2ULV22024 ,1 ,0.42  ,6.65    ,1.35   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.62   ,3.37   ,39667.34   ,2   ,
P2ULV22025 ,1 ,0.42  ,6.40    ,1.30   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,16.01   ,3.25   ,38206.59   ,2   ,
P2ULV22026 ,1 ,0.42  ,8.45    ,1.72   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,21.12   ,4.29   ,50424.04   ,3   ,
P2ULV22027 ,1 ,0.42  ,6.22    ,1.26   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,15.55   ,3.16   ,37115.37   ,2   ,
P2ULV22028 ,1 ,0.42  ,5.69    ,1.16   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.23   ,2.89   ,33979.93   ,1   ,
P2ULV22029 ,1 ,0.42  ,6.47    ,1.31   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,16.17   ,3.28   ,38588.09   ,2   ,
P2ULV22030 ,1 ,0.42  ,5.40    ,1.10   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.49   ,2.74   ,32207.74   ,1   ,
P2ULV22031 ,1 ,0.42  ,6.34    ,1.29   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.85   ,3.22   ,37840.01   ,2   ,
P2ULV22032 ,1 ,0.42  ,6.62    ,1.34   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,16.55   ,3.36   ,39512.18   ,2   ,
P2ULV22033 ,1 ,0.42  ,5.76    ,1.17   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,14.40   ,2.92   ,34370.29   ,1   ,
P2ULV22034 ,1 ,0.42  ,6.33    ,1.28   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.81   ,3.21   ,37749.09   ,2   ,
P2ULV22035 ,1 ,0.42  ,6.46    ,1.31   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,16.16   ,3.28   ,38578.23   ,2   ,
P2ULV22036 ,1 ,0.42  ,7.25    ,1.47   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,18.12   ,3.68   ,43257.85   ,2   ,
P2ULV22037 ,1 ,0.42  ,1.98    ,0.65   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,4.96    ,1.63   ,12602.84   ,1   ,
P2ULV22038 ,1 ,0.42  ,6.85    ,1.39   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,17.13   ,3.48   ,40895.63   ,2   ,
P2ULV22039 ,1 ,0.42  ,2.08    ,0.42   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,5.20    ,1.06   ,10868.36   ,1   ,
P2ULV22040 ,1 ,0.42  ,6.34    ,1.29   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.85   ,3.22   ,37832.82   ,2   ,
P2ULV4650  ,1 ,0.42  ,6.46    ,1.31   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,16.14   ,3.28   ,38523.18   ,2   ,
P2ULV22042 ,1 ,0.42  ,5.59    ,1.14   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.98   ,2.84   ,33365.07   ,1   ,
P2ULV22043 ,3 ,0.42  ,22.56   ,4.58   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,56.39   ,11.45  ,215557.00  ,10  ,
P2ULV22044 ,1 ,0.42  ,5.56    ,1.13   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,13.91   ,2.82   ,33195.00   ,1   ,
P2ULV22045 ,1 ,0.42  ,5.50    ,1.12   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,13.75   ,2.79   ,32832.56   ,1   ,
P2ULV22046 ,1 ,0.42  ,5.87    ,1.19   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.68   ,2.98   ,35043.05   ,1   ,
P2ULV22047 ,1 ,0.42  ,5.10    ,1.03   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,12.74   ,2.59   ,30410.57   ,1   ,
P2ULV22048 ,1 ,0.42  ,5.66    ,1.15   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,14.15   ,2.87   ,33775.61   ,1   ,
P2ULV22049 ,1 ,0.42  ,13.20   ,2.68   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,32.99   ,6.70   ,109090.60  ,1   ,
P2ULV22050 ,1 ,0.42  ,6.16    ,1.25   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.41   ,3.13   ,36773.02   ,2   ,
P2ULV22051 ,1 ,0.42  ,6.18    ,1.26   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.46   ,3.14   ,36899.41   ,2   ,
P2ULV22052 ,1 ,0.42  ,5.55    ,1.13   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.88   ,2.82   ,33122.00   ,1   ,
P2ULV22053 ,1 ,0.42  ,5.54    ,1.13   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.86   ,2.81   ,33081.68   ,1   ,
P2ULV22054 ,1 ,0.42  ,5.42    ,1.10   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.54   ,2.75   ,32330.65   ,1   ,
P2ULV22055 ,1 ,0.42  ,6.27    ,1.27   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,15.66   ,3.18   ,37393.07   ,2   ,
P2ULV22056 ,1 ,0.42  ,9.14    ,1.86   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,22.84   ,4.64   ,78506.34   ,1   ,
P2ULV22057 ,1 ,0.42  ,5.92    ,1.20   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.80   ,3.01   ,35327.45   ,1   ,
P2ULV22058 ,1 ,0.42  ,4.77    ,0.97   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,11.91   ,2.42   ,28437.78   ,1   ,
P2ULV22059 ,1 ,0.42  ,6.91    ,1.40   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,17.28   ,3.51   ,41248.06   ,2   ,
P2ULV22060 ,1 ,0.42  ,8.66    ,1.76   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,21.65   ,4.40   ,51684.57   ,4   ,
P2ULV22061 ,1 ,0.42  ,7.47    ,1.52   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,18.66   ,3.79   ,44549.08   ,3   ,
P2ULV22062 ,1 ,0.42  ,5.55    ,1.13   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,13.88   ,2.82   ,33128.95   ,1   ,
P2ULV22063 ,1 ,0.42  ,5.97    ,1.21   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,14.92   ,3.03   ,35622.04   ,2   ,
P2ULV22064 ,1 ,0.42  ,5.42    ,1.10   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,13.54   ,2.75   ,32330.43   ,1   ,
P2ULV22065 ,1 ,0.42  ,5.28    ,1.07   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.20   ,2.68   ,31509.42   ,1   ,
P2ULV22066 ,1 ,0.42  ,7.16    ,1.45   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,17.91   ,3.64   ,68453.81   ,3   ,
P2ULV22067 ,1 ,0.42  ,7.89    ,1.60   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,19.74   ,4.01   ,47113.10   ,3   ,
P2ULV22068 ,1 ,0.42  ,6.18    ,1.25   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.44   ,3.14   ,36858.78   ,2   ,
P2ULV22069 ,1 ,0.42  ,5.42    ,1.10   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.54   ,2.75   ,32328.58   ,1   ,
P2ULV2490  ,1 ,0.42  ,6.01    ,1.22   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.03   ,3.05   ,35874.03   ,2   ,
P2ULV22071 ,1 ,0.42  ,5.93    ,1.20   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.82   ,3.01   ,35373.75   ,1   ,
P2ULV22072 ,1 ,0.42  ,5.36    ,1.09   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,13.39   ,2.72   ,31960.07   ,1   ,
P2ULV22073 ,1 ,0.42  ,3.81    ,0.77   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,9.52    ,1.93   ,21516.30   ,1   ,
P2ULV22074 ,3 ,0.42  ,121.12  ,24.59  ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,302.80  ,61.49  ,998353.00  ,1   ,
P2ULV22075 ,1 ,0.42  ,4.76    ,0.97   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,11.90   ,2.42   ,28404.48   ,1   ,
P2ULV22076 ,1 ,0.42  ,5.87    ,1.19   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1587  ,14.68   ,2.98   ,35044.50   ,1   ,
P2ULV22077 ,1 ,0.42  ,5.01    ,1.02   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,12.53   ,2.55   ,29921.34   ,1   ,
P2ULV22078 ,1 ,0.42  ,4.95    ,1.01   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,12.38   ,2.51   ,29553.21   ,1   ,
P2ULV22079 ,1 ,0.42  ,4.20    ,1.38   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,10.49   ,3.45   ,26648.75   ,1   ,
P2ULV22080 ,1 ,0.42  ,5.88    ,1.19   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,14.69   ,2.98   ,35070.48   ,1   ,
P2ULV22081 ,1 ,0.42  ,5.64    ,1.14   ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,14.09   ,2.86   ,33633.95   ,1   ,
