Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV11289 ,1 ,0.42  ,6.68    ,1.36   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,16.69   ,3.39   ,39840.14   ,2  ,
P1RLV11290 ,1 ,0.42  ,2.46    ,0.81   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,6.14    ,2.02   ,15600.38   ,1  ,
P1RLV11291 ,1 ,0.42  ,1.14    ,0.38   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,2.86    ,0.94   ,7264.95    ,1  ,
P1RLV11292 ,1 ,0.42  ,4.84    ,1.59   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,12.10   ,3.98   ,30726.20   ,1  ,
P1RLV11293 ,1 ,0.42  ,5.51    ,1.12   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.78   ,2.80   ,32890.25   ,1  ,
P1RLV11294 ,1 ,0.42  ,5.94    ,1.21   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,14.84   ,3.01   ,35434.83   ,1  ,
P1RLV11295 ,1 ,0.42  ,5.20    ,1.06   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.00   ,2.64   ,31041.38   ,1  ,
P1RLV11296 ,1 ,0.42  ,7.22    ,1.47   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,18.05   ,3.67   ,43092.02   ,2  ,
P1RLV11297 ,1 ,0.42  ,7.35    ,1.49   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,18.37   ,3.73   ,43840.20   ,3  ,
P1RLV11298 ,1 ,0.42  ,5.26    ,1.07   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,13.14   ,2.67   ,31363.99   ,1  ,
P1RLV11299 ,1 ,0.42  ,4.12    ,0.84   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,10.29   ,2.09   ,23758.90   ,1  ,
P1RLV11300 ,1 ,0.42  ,7.06    ,1.43   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,17.66   ,3.59   ,42151.11   ,2  ,
P1RLV11301 ,1 ,0.42  ,8.68    ,1.76   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,21.70   ,4.41   ,51810.39   ,4  ,
P1RLV11302 ,1 ,0.42  ,6.40    ,1.30   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,16.00   ,3.25   ,38197.31   ,2  ,
P1RLV11303 ,1 ,0.42  ,8.34    ,1.69   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,20.86   ,4.23   ,49782.81   ,3  ,
P1RLV11304 ,1 ,0.42  ,6.90    ,1.40   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.26   ,3.50   ,41195.90   ,2  ,
P1RLV11305 ,1 ,0.42  ,6.35    ,1.29   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.87   ,3.22   ,37886.20   ,2  ,
P1RLV11306 ,1 ,0.42  ,6.60    ,2.17   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,16.51   ,5.43   ,41933.82   ,1  ,
P1RLV11307 ,1 ,0.42  ,6.73    ,1.37   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,16.83   ,3.42   ,40176.62   ,2  ,
P1RLV11308 ,1 ,0.42  ,6.01    ,1.22   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,15.02   ,3.05   ,35852.39   ,2  ,
P1RLV11309 ,1 ,0.42  ,5.71    ,1.16   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,14.29   ,2.90   ,34102.02   ,1  ,
P1RLV11310 ,1 ,0.42  ,17.92   ,3.64   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,44.79   ,9.10   ,138070.70  ,1  ,
P1RLV11311 ,1 ,0.42  ,0.47    ,0.16   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,1.18    ,0.39   ,3003.85    ,1  ,
P1RLV11312 ,1 ,0.42  ,6.18    ,1.25   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,15.45   ,3.14   ,36869.39   ,2  ,
P1RLV11313 ,1 ,0.42  ,4.13    ,0.84   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,10.33   ,2.10   ,23882.51   ,1  ,
P1RLV11314 ,1 ,0.42  ,4.17    ,0.85   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,10.43   ,2.12   ,32135.60   ,1  ,
P1RLV11315 ,3 ,0.42  ,58.33   ,11.84  ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,145.83  ,29.61  ,449497.20  ,1  ,
P1RLV11316 ,1 ,0.42  ,5.80    ,1.18   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,14.51   ,2.95   ,34624.89   ,1  ,
P1RLV11317 ,1 ,0.42  ,3.73    ,0.76   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,9.34    ,1.90   ,28777.07   ,1  ,
P1RLV11318 ,1 ,0.42  ,5.29    ,1.08   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.24   ,2.69   ,31593.53   ,1  ,
P1RLV11319 ,1 ,0.42  ,5.70    ,1.16   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,14.26   ,2.90   ,34042.89   ,1  ,
P1RLV11320 ,1 ,0.42  ,5.37    ,1.09   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.43   ,2.73   ,32054.66   ,1  ,
P1RLV11321 ,1 ,0.42  ,6.20    ,1.26   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.51   ,3.15   ,37015.92   ,2  ,
P1RLV11322 ,1 ,0.42  ,4.71    ,0.96   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,11.78   ,2.39   ,28072.97   ,1  ,
P1RLV11323 ,1 ,0.42  ,5.99    ,1.22   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,14.97   ,3.04   ,35740.81   ,2  ,
P1RLV11324 ,1 ,0.42  ,4.61    ,0.94   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,11.52   ,2.34   ,27340.20   ,1  ,
P1RLV11325 ,1 ,0.42  ,5.48    ,1.11   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,13.70   ,2.78   ,32703.90   ,1  ,
P1RLV11326 ,1 ,0.42  ,8.08    ,1.64   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,20.20   ,4.10   ,48209.98   ,3  ,
P1RLV11327 ,1 ,0.42  ,5.47    ,1.11   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.67   ,2.78   ,32631.10   ,1  ,
P1RLV11328 ,1 ,0.42  ,8.59    ,1.74   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,21.47   ,4.36   ,51244.00   ,4  ,
P1RLV11329 ,1 ,0.42  ,4.49    ,0.91   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,11.23   ,2.28   ,26485.64   ,1  ,
P1RLV11330 ,1 ,0.42  ,5.20    ,1.06   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,13.01   ,2.64   ,31056.25   ,1  ,
P1RLV11331 ,1 ,0.42  ,5.66    ,1.15   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,14.15   ,2.87   ,33772.37   ,1  ,
P1RLV11332 ,1 ,0.42  ,3.57    ,0.73   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,8.94    ,1.81   ,19829.92   ,1  ,
P1RLV11333 ,1 ,0.42  ,5.47    ,1.11   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,13.68   ,2.78   ,32653.99   ,1  ,
P1RLV11334 ,1 ,0.42  ,5.03    ,1.02   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,12.58   ,2.55   ,30017.58   ,1  ,
P1RLV11335 ,1 ,0.42  ,5.80    ,1.18   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,14.51   ,2.95   ,34629.42   ,1  ,
P1RLV11336 ,1 ,0.42  ,3.48    ,0.71   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,8.70    ,1.77   ,19151.22   ,1  ,
P1RLV11337 ,1 ,0.42  ,7.15    ,1.45   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,17.86   ,3.63   ,42643.95   ,2  ,
P1RLV11338 ,1 ,0.42  ,6.98    ,1.42   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,17.44   ,3.54   ,41633.78   ,2  ,
P1RLV11339 ,1 ,0.42  ,1.93    ,0.64   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,4.83    ,1.59   ,12272.88   ,1  ,
P1RLV11340 ,1 ,0.42  ,5.08    ,1.03   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,12.71   ,2.58   ,30343.04   ,1  ,
P1RLV11341 ,1 ,0.42  ,7.73    ,1.57   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,19.31   ,3.92   ,46104.82   ,3  ,
P1RLV11342 ,1 ,0.42  ,6.43    ,1.31   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,16.08   ,3.27   ,38384.15   ,2  ,
P1RLV11343 ,1 ,0.42  ,8.71    ,2.86   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,21.77   ,7.15   ,55291.14   ,1  ,
P1RLV11344 ,1 ,0.42  ,5.22    ,1.06   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.06   ,2.65   ,31164.35   ,1  ,
P1RLV11345 ,1 ,0.42  ,5.64    ,1.15   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,14.10   ,2.86   ,33659.75   ,1  ,
P1RLV11346 ,1 ,0.42  ,4.76    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,11.90   ,2.42   ,28394.86   ,1  ,
P1RLV11347 ,1 ,0.42  ,10.58   ,2.15   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,26.44   ,5.37   ,89361.82   ,1  ,
P1RLV11348 ,1 ,0.42  ,5.11    ,1.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,12.78   ,2.59   ,30501.72   ,1  ,
P1RLV11349 ,1 ,0.42  ,4.97    ,1.01   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,12.43   ,2.52   ,29678.85   ,1  ,
P1RLV11350 ,1 ,0.42  ,6.32    ,1.28   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,15.81   ,3.21   ,37743.45   ,2  ,
P1RLV11351 ,1 ,0.42  ,6.48    ,1.32   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,16.21   ,3.29   ,38694.89   ,2  ,
P1RLV11352 ,1 ,0.42  ,6.13    ,1.24   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,15.33   ,3.11   ,36585.67   ,2  ,
P1RLV11353 ,1 ,0.42  ,4.88    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,12.21   ,2.48   ,29138.13   ,1  ,
P1RLV11354 ,1 ,0.42  ,5.40    ,1.10   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,13.50   ,2.74   ,32228.28   ,1  ,
P1RLV11355 ,3 ,0.42  ,48.98   ,9.95   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,122.45  ,24.87  ,378625.20  ,1  ,
P1RLV11356 ,1 ,0.42  ,5.35    ,1.09   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.37   ,2.71   ,31916.10   ,1  ,
P1RLV11357 ,1 ,0.42  ,5.38    ,1.09   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,13.45   ,2.73   ,32105.31   ,1  ,
P1RLV11358 ,1 ,0.42  ,4.38    ,0.89   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,10.95   ,2.22   ,25660.97   ,1  ,
P1RLV11359 ,1 ,0.42  ,4.76    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,11.89   ,2.41   ,28384.67   ,1  ,
P1RLV11360 ,3 ,0.42  ,26.94   ,5.47   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,67.34   ,13.67  ,212574.60  ,1  ,
P1RLV11361 ,1 ,0.42  ,5.19    ,1.05   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.96   ,2.63   ,30942.76   ,1  ,
P1RLV11362 ,1 ,0.42  ,4.86    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.16   ,2.47   ,29018.01   ,1  ,
P1RLV11363 ,1 ,0.42  ,7.06    ,1.43   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,17.64   ,3.58   ,42105.49   ,2  ,
P1RLV11364 ,1 ,0.42  ,6.71    ,1.36   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.79   ,3.41   ,51741.99   ,1  ,
P1RLV11365 ,1 ,0.42  ,5.20    ,1.06   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,13.01   ,2.64   ,31052.34   ,1  ,
P1RLV11366 ,1 ,0.42  ,5.82    ,1.18   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.54   ,2.95   ,34704.49   ,1  ,
P1RLV11367 ,1 ,0.42  ,5.56    ,1.13   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,13.89   ,2.82   ,33160.78   ,1  ,
P1RLV11368 ,1 ,0.42  ,7.70    ,1.56   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,19.25   ,3.91   ,45939.33   ,3  ,
P1RLV11369 ,1 ,0.42  ,6.30    ,1.28   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.74   ,3.20   ,37581.38   ,2  ,
P1RLV11370 ,3 ,0.42  ,45.85   ,9.31   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,114.62  ,23.28  ,355038.50  ,1  ,
P1RLV11371 ,1 ,0.42  ,11.06   ,2.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,27.66   ,5.62   ,132574.70  ,1  ,
P1RLV11372 ,1 ,0.42  ,5.82    ,1.18   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,14.54   ,2.95   ,34706.31   ,1  ,
P1RLV11373 ,1 ,0.42  ,5.38    ,1.09   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,13.46   ,2.73   ,32135.88   ,1  ,
P1RLV11374 ,1 ,0.42  ,1.97    ,0.40   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,4.94    ,1.00   ,10330.91   ,1  ,
P1RLV11375 ,1 ,0.42  ,6.09    ,1.24   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,15.24   ,3.09   ,36371.69   ,2  ,
P1RLV11376 ,1 ,0.42  ,6.17    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,15.43   ,3.13   ,36837.66   ,2  ,
P1RLV11377 ,1 ,0.42  ,6.73    ,1.37   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,16.82   ,3.41   ,40143.01   ,2  ,
P1RLV11378 ,1 ,0.42  ,6.40    ,1.30   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,15.99   ,3.25   ,38176.94   ,2  ,
P1RLV11379 ,1 ,0.42  ,5.91    ,1.20   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,14.79   ,3.00   ,35295.16   ,1  ,
P1RLV11380 ,1 ,0.42  ,0.60    ,0.20   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,1.51    ,0.50   ,3837.24    ,1  ,
P1RLV11381 ,1 ,0.42  ,4.32    ,1.42   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,10.81   ,3.55   ,27458.99   ,1  ,
P1RLV11382 ,1 ,0.42  ,6.12    ,1.24   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,15.30   ,3.11   ,36530.88   ,2  ,
P1RLV11383 ,1 ,0.42  ,2.11    ,0.43   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,5.28    ,1.07   ,11045.08   ,1  ,
P1RLV11384 ,1 ,0.42  ,6.44    ,1.31   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,16.10   ,3.27   ,38429.68   ,2  ,
P1RLV11385 ,1 ,0.42  ,4.96    ,1.01   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,12.40   ,2.52   ,29601.99   ,1  ,
P1RLV11386 ,1 ,0.42  ,5.17    ,1.05   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,12.91   ,2.62   ,30827.41   ,1  ,
P1RLV11387 ,1 ,0.42  ,7.63    ,1.55   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,19.08   ,3.87   ,45544.54   ,3  ,
P1RLV11388 ,1 ,0.42  ,8.88    ,1.80   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,22.21   ,4.51   ,53016.30   ,4  ,
P1RLV11389 ,1 ,0.42  ,5.44    ,1.10   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,13.59   ,2.76   ,32447.46   ,1  ,
P1RLV11390 ,1 ,0.42  ,2.39    ,0.78   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,5.96    ,1.96   ,15149.04   ,1  ,
P1RLV11391 ,1 ,0.42  ,8.93    ,1.81   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,22.33   ,4.53   ,53301.41   ,4  ,
P1RLV11392 ,1 ,0.42  ,5.22    ,1.06   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,13.04   ,2.65   ,31131.31   ,1  ,
P1RLV11393 ,1 ,0.42  ,4.18    ,1.37   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,10.45   ,3.44   ,26554.33   ,1  ,
P1RLV11394 ,1 ,0.42  ,2.45    ,0.50   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,6.13    ,1.24   ,12783.52   ,1  ,
P1RLV11395 ,1 ,0.42  ,9.56    ,1.94   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,23.91   ,4.86   ,57075.23   ,4  ,
P1RLV11396 ,1 ,0.42  ,2.50    ,0.82   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,6.25    ,2.05   ,15867.39   ,1  ,
P1RLV11397 ,1 ,0.42  ,5.08    ,1.03   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,12.71   ,2.58   ,30340.24   ,1  ,
P1RLV11398 ,3 ,0.42  ,42.06   ,8.54   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,105.16  ,21.35  ,324134.80  ,1  ,
P1RLV11399 ,1 ,0.42  ,6.98    ,1.42   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,17.45   ,3.54   ,41646.51   ,2  ,
P1RLV11400 ,1 ,0.42  ,2.33    ,0.47   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,5.81    ,1.18   ,12139.19   ,1  ,
P1RLV11401 ,1 ,0.42  ,0.64    ,0.21   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,1.60    ,0.53   ,4061.64    ,1  ,
P1RLV11402 ,1 ,0.42  ,9.25    ,1.88   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,23.11   ,4.69   ,55175.79   ,4  ,
P1RLV11403 ,1 ,0.42  ,5.61    ,1.14   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,14.02   ,2.85   ,33461.56   ,1  ,
P1RLV11404 ,1 ,0.42  ,1.27    ,0.26   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,3.18    ,0.65   ,6684.30    ,1  ,
P1RLV11405 ,1 ,0.42  ,6.94    ,1.41   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,17.34   ,3.52   ,41392.65   ,2  ,
P1RLV11406 ,1 ,0.42  ,5.48    ,1.11   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,13.70   ,2.78   ,32699.59   ,1  ,
P1RLV11407 ,1 ,0.42  ,6.92    ,1.41   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,17.31   ,3.51   ,41316.36   ,2  ,
P1RLV11408 ,1 ,0.42  ,5.06    ,1.03   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,12.66   ,2.57   ,30209.90   ,1  ,
P1RLV11409 ,1 ,0.42  ,4.94    ,1.00   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,12.34   ,2.51   ,29453.84   ,1  ,
P1RLV11410 ,1 ,0.42  ,5.60    ,1.14   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,14.00   ,2.84   ,33421.89   ,1  ,
P1RLV11411 ,1 ,0.42  ,4.36    ,0.88   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,10.89   ,2.21   ,37606.42   ,1  ,
P1RLV11412 ,1 ,0.42  ,4.78    ,0.97   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,11.94   ,2.43   ,28511.82   ,1  ,
P1RLV11413 ,1 ,0.42  ,6.34    ,1.29   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,15.86   ,3.22   ,37856.32   ,2  ,
P1RLV11414 ,1 ,0.42  ,5.60    ,1.14   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,14.00   ,2.84   ,33425.27   ,1  ,
P1RLV11415 ,1 ,0.42  ,14.69   ,2.98   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,36.73   ,7.46   ,113205.90  ,1  ,
P1RLV11416 ,1 ,0.42  ,3.64    ,0.74   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,9.09    ,1.85   ,20272.82   ,1  ,
P1RLV11417 ,1 ,0.42  ,5.15    ,1.69   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,12.88   ,4.24   ,32727.91   ,1  ,
P1RLV11418 ,1 ,0.42  ,7.01    ,1.42   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,17.53   ,3.56   ,41845.59   ,2  ,
P1RLV11419 ,1 ,0.42  ,3.53    ,1.16   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,8.82    ,2.90   ,22411.46   ,1  ,
P1RLV11420 ,1 ,0.42  ,5.04    ,1.02   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,12.60   ,2.56   ,30071.73   ,1  ,
P1RLV11421 ,1 ,0.42  ,2.80    ,0.57   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,6.99    ,1.42   ,14574.91   ,1  ,
P1RLV11422 ,1 ,0.42  ,2.19    ,0.72   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,5.48    ,1.80   ,13923.63   ,1  ,
P1RLV11423 ,1 ,0.42  ,1.52    ,0.50   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,3.80    ,1.25   ,9648.05    ,1  ,
P1RLV11424 ,1 ,0.42  ,5.86    ,1.19   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,14.66   ,2.98   ,34994.60   ,1  ,
P1RLV11425 ,1 ,0.42  ,2.33    ,0.76   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,5.81    ,1.91   ,14768.42   ,1  ,
P1RLV11426 ,1 ,0.42  ,5.50    ,1.12   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.75   ,2.79   ,32816.02   ,1  ,
P1RLV11427 ,1 ,0.42  ,0.82    ,0.27   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,2.04    ,0.67   ,5178.27    ,1  ,
P1RLV11428 ,1 ,0.42  ,1.40    ,0.46   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,3.49    ,1.15   ,8869.42    ,1  ,
P1RLV11429 ,1 ,0.42  ,7.95    ,2.61   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,19.86   ,6.53   ,50456.81   ,1  ,
P1RLV11430 ,3 ,0.42  ,35.52   ,7.21   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,88.81   ,18.03  ,277260.50  ,1  ,
P1RLV11431 ,1 ,0.42  ,6.81    ,1.38   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,17.03   ,3.46   ,40640.35   ,2  ,
P1RLV11432 ,1 ,0.42  ,5.64    ,1.15   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,14.11   ,2.87   ,33686.22   ,1  ,
P1RLV11433 ,1 ,0.42  ,6.24    ,1.27   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.60   ,3.17   ,37229.81   ,2  ,
P1RLV11434 ,1 ,0.42  ,7.86    ,1.60   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,19.65   ,3.99   ,46913.59   ,3  ,
P1RLV11435 ,1 ,0.42  ,6.33    ,1.29   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,15.82   ,3.21   ,37773.41   ,2  ,
P1RLV11436 ,1 ,0.42  ,7.20    ,1.46   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,18.00   ,3.65   ,42956.56   ,2  ,
P1RLV11437 ,3 ,0.42  ,24.19   ,4.91   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,60.48   ,12.28  ,186417.70  ,1  ,
P1RLV11438 ,1 ,0.42  ,5.75    ,1.17   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,14.39   ,2.92   ,34338.16   ,1  ,
P1RLV11439 ,1 ,0.42  ,4.43    ,0.90   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,11.08   ,2.25   ,26040.12   ,1  ,
P1RLV11440 ,1 ,0.42  ,6.26    ,1.27   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.65   ,3.18   ,37354.20   ,2  ,
P1RLV11441 ,1 ,0.42  ,4.76    ,0.97   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,11.90   ,2.42   ,28408.17   ,1  ,
P1RLV11442 ,1 ,0.42  ,13.35   ,2.71   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,33.36   ,6.77   ,79642.19   ,7  ,
